Company,Title,Location,Rating
Follett Corporation,sales associate,media,2
Follett Corporation,"Senior Staff Accountant, Canadian Accounting",Westchester,3
Follett Corporation,ASSISTANT MANAGER,Castine,2
Follett Corporation,Store Manager/Trainer,Charlotte,5
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Seasonal CSR,Aurora,5
Follett Corporation,Bookstore Manager,Daytona Beach,4
Follett Corporation,Optimist,Somewhere,1
Follett Corporation,Store Manager,Joshua Tree,3
Follett Corporation,Store Manager,Portsmouth,2
Follett Corporation,Sales Associate,tomball,5
Follett Corporation,Accounts Payable Clerk,St. Petersburg College Gibbs campus bookstore,4
Follett Corporation,former manager,northern California,1
Follett Corporation,Store Associate,New York,3
Follett Corporation,Course Materials - Team Lead,Villanova,1
Follett Corporation,Sales associate,Arlington,4
Follett Corporation,Cashier/CSR,Waco,4
Follett Corporation,Account Manager,McHenry,3
Follett Corporation,Cashier Team Lead,Hampton,5
Follett Corporation,Textbook Associate/Store Clerk,Atlanta,4
Follett Corporation,Team Lead Floor Operations,Jersey City,2
Follett Corporation,Cashier,Sacramento,4
Follett Corporation,Cash register sales and software,Northbrook,3
Follett Corporation,Sales Associate & Cashier,Lowell,3
Follett Corporation,Application Developer,Illinois,1
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Seasonal CSR,Aurora,5
Follett Corporation,Bookstore Manager,Daytona Beach,4
Follett Corporation,Optimist,Somewhere,1
Follett Corporation,Store Manager,Joshua Tree,3
Follett Corporation,Store Manager,Portsmouth,2
Follett Corporation,Sales Associate,tomball,5
Follett Corporation,Accounts Payable Clerk,St. Petersburg College Gibbs campus bookstore,4
Follett Corporation,former manager,northern California,1
Follett Corporation,Store Associate,New York,3
Follett Corporation,Course Materials - Team Lead,Villanova,1
Follett Corporation,Sales associate,Arlington,4
Follett Corporation,Cashier/CSR,Waco,4
Follett Corporation,Account Manager,McHenry,3
Follett Corporation,Cashier Team Lead,Hampton,5
Follett Corporation,Textbook Associate/Store Clerk,Atlanta,4
Follett Corporation,Team Lead Floor Operations,Jersey City,2
Follett Corporation,Cashier,Sacramento,4
Follett Corporation,Cash register sales and software,Northbrook,3
Follett Corporation,Sales Associate & Cashier,Lowell,3
Follett Corporation,Application Developer,Illinois,1
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Accounting Clerk,Oakland,4
Follett Corporation,Sale Associate,Media,5
Follett Corporation,Course Materials Manager,Columbus IN,5
Follett Corporation,Barista/Cashier,Roanoke,2
Follett Corporation,"Stock, Encoder, Book Orders",Aurora,3
Follett Corporation,Text Clerk,Daytona Beach,5
Follett Corporation,former manager,northern California,1
Follett Corporation,Cashier,Chicago Il,5
Follett Corporation,Associate,Kalamazoo,4
Follett Corporation,Cashier,Pensacola,5
Follett Corporation,Director of Operations and Sales Support,Oak Brook,3
Follett Corporation,Sales Floor / Cashier,Cartersville,4
Follett Corporation,Cashier/Sales Associate,Waco,2
Follett Corporation,Order Filler,Woodstock,5
Follett Corporation,Store Manager,IL,3
Follett Corporation,Sales Associate,Bowie,4
Follett Corporation,Sales and Customer Service Associate,Glen Ellyn,4
Follett Corporation,Customer Service Representative,Tempe,4
Follett Corporation,Assistant Store Manager,Terre Haute,5
Follett Corporation,Temporary Associate,Fayetteville,3
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,"Part-time, Sales Associate",Nashville,4
Follett Corporation,Phone Representative,Hampton,4
Follett Corporation,Sales Associate,Jacksonville,3
Follett Corporation,Team Lead Floor Operations,Oakland,5
